"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"PALMA DE MALLORCA, MAJORCA ISLAND"	39.55	2.633	300.1160138820313	21	19	36	0	52	21	21	37	0.58		2	75	"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"FRANCE"		"NICE"	43.695667	7.2856	809.1216200479506	21	20	12	1	28	21	21	0	0.06		2		"F"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ITALY"	"LIGURIA"	"GENOA"	44.398	8.95	939.4131535911993	21	20	40	1	56	22	4	49	0.06		2		"F"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"ALICANTE"	38.35	-0.483	394.46218945995577											1														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"CASTELLON"	39.983	-0.033	463.27833481226025											1														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"MURCIA"	37.983	-1.133	436.5177326535284											1														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"MAJORCA ISLAND, BALEARIC ISLANDS"	39.37	3.12	270.8355207749862									3		1										2				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"MENORCA ISLAND, BALEARIC ISLANDS"	39.88	4.25	328.1259090350988									3		1										2				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"IBIZA, BALEARIC ISLANDS"	38.9	1.433	289.1467318645607									3		1										2				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ALGERIA"		"ALGIERS"	36.763	3.051	56.569685731454726											1		"F"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ALGERIA"		"BOUMERDES"	36.767	3.477	25.96024399019133											1		"F"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ALGERIA"		"ZEMMOURI-EL-BAHRI"	36.803	3.565	18.896247772083075											1		"F"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ALGERIA"		"ALGIERS HARBOUR"	36.7845	3.068	54.25270245049822	21	18	49	0	5	21	21	18	0.11		2		"F"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"IBIZA"	38.91123	1.44984	289.07943270410925	21	19	25	0	40	21	21	24	0.3		2	58	"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"SANT ANTONI"	38.9792	1.3014	303.3566175511313	21	19	52	1	8	21	20	12	0.98		2	21	"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"VALENCIA"	39.44203	-0.31128	441.59245046901697	21	20	14	1	30	22	1	55	0.33		2	32	"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"MALAGA"	36.71184	-4.41709	718.4901604363658	21	20	45	2	1	21	23	30	0.12		2	35	"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"BARCELONA"	41.34177	2.1657	502.2886202659813	21	20	0	1	15	21	23	10	0.22		2		"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"FRANCE"		"AJACCIO"	41.92	8.76	705.0233868812384	21	20	0	1	16	21	23	30	0.06		2		"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"FRANCE"		"MARSEILLE"	43.2911	5.3558	717.6603729721924									0.02		2														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"FRANCE"		"TOULON"	43.11722	5.91306	710.291463181338	21	20	0	1	16	21	22	39	0.1		2		"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ITALY"		"CAGLIARI"	39.2101	9.1142	541.4289685180469	21	20	0	1	16	22	1	49	0.12		2		"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ITALY"	"LIGURIA"	"IMPERIA"	43.88	8.0188	853.048869130643	21	20	30	1	46	22	0	20	0.03		2		"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ITALY"		"CARLOFORTE"	39.1436	8.3081	476.1637980352864	21	19	58	1	12	21	20	0	0.14		2		"F"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ITALY"	"SICILY"	"PALERMO"	38.1214	13.3713	869.6483858007755									0.03		2														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ITALY"		"LIVORNO"	43.54628611	10.29933889	924.3868803862499	21	21	0	2	16	22	7	31	0.12		2		"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ITALY"	"SICILY"	"PORTO EMPEDOCLE"	37.28576	13.52684	879.4596281625697									0.14		2														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"PALMA DE MALLORCA, MAJORCA ISLAND"	39.58	2.65	302.8719304998022											1		"R"								2				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"CALA AGULLA, MAJORCA ISLAND"	39.723	3.45	306.6792839872431											1														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"PORTO CRISTO, MAJORCA ISLAND"	39.54	3.34	287.0944621870397											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"CALA D'OR, MAJORCA ISLAND"	39.37	3.23	269.400685839954											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"SANTANYI, MAJORCA ISLAND"	39.33	3.145	266.09797946986504											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"ANDRATX, MAJORCA ISLAND"	39.55	2.39	306.996135195444											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"CALA GALDANA, MENORCA ISLAND"	39.94	3.96	331.57377818880354											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"CALA LLONGA, MENORCA ISLAND"	39.89	4.3	329.9616327097781											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"SANT ANTONI"	38.98	1.3	303.50441453561973											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"SANTA EULALIA"	38.99	1.54	290.52855971702365									1.5		1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"FORMENTERA ISLAND"	38.7	1.4	275.3071762958072											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ALGERIA"		"BOUHAROUN"	36.62	2.66	94.94493152949929											1	15	"F"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ALGERIA"		"BAB EL OUED"	36.79	3.06	54.69661697916078											1	15	"F"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"FRANCE"		"THEOULE SUR MER"	43.46	6.9	772.8638302724801											1		"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"FRANCE"		"FIGUERRETTE"	43.45	6.9	771.8349260729575											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"FRANCE"		"HYERES"	43.09	6.15	713.203858476728											1														
	2003	5	27	17	11	28.8	4	1	3618	5.7			"n"	"SPAIN"		"MAHON, MENORCA ISLAND"	39.89304	4.27056	333.43951257919053									0.08		2														
	2003	5	27	17	11	28.8	4	1	3618	5.7			"n"	"SPAIN"		"PALMA DE MALLORCA, MAJORCA ISLAND"	39.55	2.633	301.393409336997									0.08		2														
	2003	7	12				4	6	2694		4542		"n"	"MONTSERRAT"		"FARM BAY"	16.737	-62.153	3.323467172569185									4		1														
	2003	7	12				4	6	2694		4542		"n"	"GUADELOUPE (FRENCH TERRITORY)"		"DESHAIES, BASSE-TERRE ISLAND"	16.317	-61.783	61.68378235259057									1	25	1										1				
	2003	7	12				4	6	2694		4542		"n"	"GUADELOUPE (FRENCH TERRITORY)"		"PLAGE DE LA PERLE"	16.33	-61.78	60.86979467049387											1														
	2003	7	12				4	6	2694		4542		"n"	"GUADELOUPE (FRENCH TERRITORY)"		"MALENDURE"	16.167	-61.783	74.63050870027514									0.46	20	1														
	2003	7	12				4	6	2694		4542		"n"	"GUADELOUPE (FRENCH TERRITORY)"		"VIEUX HABITANTS"	16.05	-61.75	87.40842450164732									0.6		1														
	2003	7	14				3	8	5916				"n"	"CHINA"		"QINGGAN RIVER"	30.967	110.61	0.5820684943433893									39		1														
	2003	8	4	4	37	20.1	4	1	5774	7.6			"n"	"ARGENTINA"		"LAURIE, SOUTH ORKNEY ISLANDS"	-60.74	-44.74	76.331968289303											5														
	2003	8	14	5	14	54.7	3	1	5791	6.3			"n"	"GREECE"		"VLYCHOS (VLICHOS) BAY"	38.68	20.695	53.85528366079317									0.5		1										1				
	2003	8	21	12	12	49.7	4	3	2953	7.2			"n"	"NEW ZEALAND"		"JACKSON BAY"	-43.9733	168.6161	171.67845475556712	21	14	13	2	0				0.15		2														
	2003	8	21	12	12	49.7	4	3	2953	7.2			"n"	"AUSTRALIA"		"PORT KEMBLA"	-34.4738	150.9119	1817.6265261774347	21	15	39	3	26				0.07		2														
	2003	8	21	12	12	49.7	4	3	2953	7.2			"n"	"NEW ZEALAND"		"CHARLES SOUND"	-45.14	167.15	4.0285847306871165									4		1										1				
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ERIMO PORT"	41.934	143.239	57.24848896190044									2.8		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"CA"	"PORT SAN LUIS, CA"	35.17666	-120.755	7900.595593611365	26								0.03		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"HI"	"KALAUPAPA, MOLOKAI, HI"	21.192	-156.986	5932.738880197	26	3	15	7	25				0.05		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"HI"	"KAWAIHAE, HAWAII, HI"	20.0366	-155.829	6106.181629177614	26	3	40	7	50				0.05		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3067	-157.867	5852.050594227838	26	3	28	7	38				0.03		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"HI"	"KAHULUI, MAUI, HI"	20.895	-156.477	5994.774484375577	26	3	30	7	40				0.2		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.7303	-155.0553	6191.047878296444	26	3	45	7	55				0.07		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"HI"	"HONOKOHAU, HAWAII, HI"	19.671	-156.028	6114.4327246158555	26	3	42	7	52				0.04		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"AK"	"ADAK, SWEEPER COVE, AK"	51.863	-176.632	3164.2766950518876	26	0	10	4	20				0.04		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"AK"	"UNALASKA, DUTCH HARBOR, AK"	53.883	-166.533	3852.4251211863548	26	1	33	5	43				0.04		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"OR"	"PORT ORFORD, OR"	42.737	-124.497	7143.062302396906	26	5	44	9	54				0.04		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"CA"	"CRESCENT CITY, CA"	41.7456	-124.184	7226.52689199802	26	5	30	9	40				0.18		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"CA"	"NORTH SPIT, HUMBOLDT BAY, CA"	40.767	-124.217	7286.275632406028	26								0.04		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"CA"	"POINT ARENA, CA"	38.95	-123.73	7437.138873368613	26	5	20	9	30				0.02		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"CA"	"POINT REYES, CA"	37.997	-122.975	7552.756161944909	26								0.03		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"CA"	"SAN FRANCISCO, CA"	37.807	-122.465	7601.3349904938905	26	6	15	10	25				0.03		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"CA"	"MONTEREY, CA"	36.605	-121.888	7722.619014962023	26	5	40	9	50				0.05		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HANASAKI"	43.2781	145.5678	212.02043769986864	25	20	26	0	36				0.9		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA TERRITORY"	"HI"	"MIDWAY ISLANDS"	28.215	-177.361	3803.249451156296	26	0	50	5	0				0.03		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"HI"	"FRENCH FRIGATE SHOALS, HI"	23.867	-166.283	4987.71487970764	26								0.02		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"TOKACHIKO"	42.3	143.317	72.87999780991093	25	21	6	1	16				2.54		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"URAKAWA PORT"	42.167	142.767	102.46326590238634									1.5		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"TOKACHIKO"	42.3	143.317	72.87999780991093									2.8		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HYAKUNINHAMA"	41.96	143.242	57.73335418435452									3.9		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KIRITAPPU"	43.083	145.133	173.09026456575532	25	20	23						1.3		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"AKKESHI"	43.033	144.85	155.84981805383427	25	20	5						1.14		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MITSUISHI"	42.25	142.567	121.25256157125891									0.53		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHIZUNAI"	42.333	142.367	140.051817969009									0.53		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"TOMAKOMAINISHIKO"	42.633	141.617	209.97490490978578	25	20	49						0.96		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"TOMAKOMAIHIGASHIKO"	42.6	141.817	193.5829868161444	25	20	45						1.09		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHIRAOI"	42.55	141.35	226.68969438240572	25	20	36						0.64		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MURORAN"	42.35	140.95	252.01239878263118	25	21	3						0.26		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MORI"	42.1	140.6	276.2203040424864	25	21	6						0.31		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"USUJIRI"	41.933	140.95	246.05843105618703	25	20	48						0.5		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"AOMORI"	"MUTSUSHI SEKINEHAMA"	41.367	141.233	228.67418661927175	25	20	39						0.48		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HANASAKI PORT"	43.283	145.567	212.3924581658201									1.3		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KUSHIRONISHI PORT"	42.967	144.383	133.76030484987115									2		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"IWATE"	"OTSU FISHING PORT"	39.35	141.917	321.5326962866088									2.9		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HOROKAYANTO"	42.52	143.48	85.99288214261138									3.4		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"NIIKAPPU, MOUTH OF RIVER"	42.35	142.317	144.58370161091852									2.5		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"AOMORI"	"HACHINOHE"	40.533	141.533	245.0471203792224	25	20	44	0	54				0.5		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"FUKUSHIMA"	"ONAHAMA"	36.933	140.9	600.7663621530038	25	21	15						0.1		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HAKODATE"	41.7187	140.7247	265.0663267268839	25	21	5	1	15				0.4		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KUSHIRO"	42.9756	144.3714	134.40076305303327	25	20	6	0	16				0.65		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"NEMUROKO"	43.35	145.583	218.9348076496841	25	20	54						0.45		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"URAKAWA"	42.167	142.767	102.46326590238634	25	21	7	1	17				0.65		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"IWATE"	"KAMAISHI"	39.267	141.883	330.94929183969896	25	20	40						0.25		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"IWATE"	"MIYAKO"	39.65	141.983	290.3254213113646	25	20	34	0	44				0.3		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"IWATE"	"OFUNATO"	39.017	141.75	360.7195368105868	25	20	44	0	54				0.1		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"MIYAGI"	"AYUKAWA"	38.3	141.5	441.0953974820533	25	20	59						0.1		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"WAKAYAMA"	"KUSHIMOTO"	33.467	135.783	1170.519539827369									0.6		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MUKAWA"	42.54416667	141.9458333	181.3574186385053									1.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MONBETSU"	42.47333333	142.0747222	168.4089707987814									1.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHIZUNAIGAWA"	42.33055556	142.3677778	139.88400860926032									1.1		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHIZUNAIGAWA"	42.33055556	142.3677778	139.88400860926032									0.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"IRIFUNE"	42.32527778	142.3705556	139.4398320449974									0.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"IRIFUNE"	42.32527778	142.3705556	139.4398320449974									1.1		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIGASHISHIZUNAI"	42.3	142.4511111	132.2297345455291									1.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MITSUISHIGAWA"	42.24527778	142.5675	121.01025943436596									2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MITSUISHI"	42.2225	142.6283333	115.40100793982192									1.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OGIFUSHI"	42.19222222	142.6827778	109.96430721253411									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"EBUEGAWA"	42.18777778	142.715	107.31282931438464									2.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIDAKAHOROBETSU"	42.185	142.7208333	106.7499634366539									2.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"URAKAWA-KO"	42.16472222	142.7722222	101.96833498790419									1.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SAMANI"	42.13277778	142.9072222	90.29828617977333									2.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SAMANI"	42.12916667	142.9075	90.12319668609221									2.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SAMANI"	42.13138889	142.9111111	89.94213678048068									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HOROMAN"	42.08388889	143.04	78.0748418333853									1.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ASAHI-GYOKO"	42.06361111	143.065	75.31940450383894									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"FUEMAI-GYOKO"	42.04611111	143.1016667	71.78971485209132									1.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"FUEMAI-GYOKO"	42.04361111	143.1027778	71.60594402905768									1.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ERIMO-KO"	42.01861111	143.1430556	67.5241370809421									2.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"UTABETSU"	41.99277778	143.1613889	65.17897146669418									0.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"UTABETSUHIGASHI"	41.99361111	143.1616667	65.18472990212216									1.1		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"UTABETSUHIGASHI"	41.9825	143.1658333	64.49382490923428									1.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ERIMOTOYO"	41.95305556	143.2105556	60.045345350502075									1.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ERIMOTOYO"	41.95027778	143.2186111	59.3214557595774									1.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"CAPE ERIMO"	41.92305556	143.2522222	55.91215269504918									3.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ERIMO-GYOKO"	41.93333333	143.2436111	56.859237112090554									3.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ERIMO-GYOKO"	41.93527778	143.2441667	56.86390128577801									2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ERIMO-GYOKO"	41.93583333	143.2441667	56.87819698002658									1.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HYAKUNINHAMA"	41.9475	143.24	57.52724036778218									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HYAKUNINHAMA"	41.94638889	143.24	57.49625852130885									2.9		5														
